,Abiemnhom,Abyei Region,Akobo,Aweil Centre,Aweil East,Aweil North,Aweil South,Aweil West,Awerial,Ayod,Baliet,Bor South,Budi,Canal-Pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta East,Kapoeta North,Kapoeta South,Koch,Lafon,Lainya,Leer,Longochuk,Maban,Magwi,Maiwut,Malakal,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri East,Mundri West,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Rubkona,Rumbek Centre,Rumbek East,Rumbek North,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic East,Uror,Wau,Wulu,Yambio,Yei,Yirol East,Yirol West
2015-05-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2.0,0,8.38202301095719,0,0,0.0,0,0.0,0.0,0.0,0,53.47621100272681,0,0.0,18.69736842105263,0.0,0.0,0.0,0.0,20.666666666666664,0,10.492063492063492,0.0,9.0,0.0,0,3,0,0,0,0,5.409240924092409,0,0.0,0.484375,0,0.0,0.0,7.567473805763646,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2015-06-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,6.767012261343862,0,0,0.0,0,0.0,2.0,0.0,0,9.442036836403034,0,0.0,3.1578947368421053,0.0,0.0,0.0,0.0,3.0,8,0.23809523809523808,0.0,0.0,0.0,0,0,0,0,0,0,0.39603960396039606,0,0.0,0.25,0,0.0,0.0,2.891590519478477,0,9.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2015-07-31,0,0,0.0,2,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,13.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,5.384976525821597,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.40924092409240925,0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,8.266666666666666,0.0,0,0
2015-08-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,5.384976525821597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.40924092409240925,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2015-09-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,6.0,0,0,11.0,0,0.0,0.0,0.0,0,5.211267605633803,0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.39603960396039606,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2015-10-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,75.3849765258216,0,0.0,232.5,0.0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0.40924092409240925,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,138.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2015-11-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.12903225806451613,0,4.0,0.0,0,0
2015-12-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,12.933333333333334,0,3.5999999999999996,0.0,0,0
2016-01-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,124.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.18562874251497008,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2016-02-29,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,2,0.17365269461077845,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,89.07142857142858,0.0,0,0.0,0,117.83333333333333,10.307692307692307,0,0.0,0.0,0,0
2016-03-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.18562874251497008,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2016-04-30,0,0,0.0,0,0,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.17964071856287425,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11.0,0,0.0,0.0,0,0
2016-05-31,0,0,0.0,0,0,0.3333333333333333,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.18562874251497008,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2.0,0,0
2016-06-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.17964071856287425,0,4.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0344827586206897,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,83.0,0,0.0,0.0,0,0
2016-07-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,373.2189620758483,0,0.0,0.0,0.0,0,0.0,0,14.166666666666668,0.0,0.0,0.0,7.233333333333333,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0,0.0,4.0,0,0
2016-08-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,153.0,0,0,0.0,0.0,0,0.0,0,0,22.407850964737193,0,4.133333333333333,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3.0,0,0
2016-09-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.17964071856287425,0,3.103448275862069,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0,0.0,0.0,0.0,2.0689655172413794,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,4.0344827586206895,0,0
2016-10-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.18562874251497008,0,0.0,0.0,0.0,0,0.0,0,62.0,0.0,0.0,0.0,0.0,0.0,90.0,0,38.400000000000006,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2016-11-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,0.0,0,0.0,0,0,0.17964071856287425,0,0.0,0.0,0.0,0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4.0,7.875,0,0
2016-12-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,3.0,0,0.0,0.0,2.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,8.166666666666668,0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0,8.166666666666668,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,0.0,0.0,0,0.0,0.0,0,0
2017-01-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,12.0,0,0,2.0,0.0,0,0.0,0,0,0.0,0,13.2,0.0,0.0,0,5.166666666666666,0,2.1818181818181817,0.0,0.0,0.0,1.0333333333333332,0.0,7.0,0,0.0,2.0,3.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0,1.0714285714285714,7.071428571428571,0,0
2017-02-28,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,15.555555555555557,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3.1111111111111107,0,0
2017-03-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,7.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,46.0,0.0,0,0.0,5.166666666666666,0,0
2017-04-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,6.571428571428571,0.0,0,0.0,0,0,0.0,8,6.6,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,32.0,0,16.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,150.375,0,0.0,0.0,0,16
2017-05-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,9.333333333333332,0.0,0.0,0,0.0,0,0.0,0.0,0.0,40.83333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,43.63636363636363,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,21.714285714285715,0,0
2017-06-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,5.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0,0.0,0.0,0.0,3.3,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,4.714285714285714,0,60
2017-07-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,31.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35.13448275862069,0.0,0.0,1.3449131513647643,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,19.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2017-08-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,66.0,0.0,0,0,0.0,50.666666666666664,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,17.566666666666666,0.0,0.0,0.0,0.0,0.7642679900744417,0.0,0,0.0,0.0,0.0,19.0,0,0,0,0,0,0,2.0666666666666664,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.1111111111111112,0,0.0,0.0,0,0
2017-09-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,3.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2017-10-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,6.666666666666667,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,17,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
2017-11-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,53.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,4.166666666666667,0.0,0.0,0,0.0,0,0.0,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,3.0,0.0,0,0
2017-12-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,15.0,0,0.0,0.0,0.0,0,21.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,15.0,0.0,0.0,0,258.0,0,0.0,0.0,86.0,0.0,0.0,0,0.0,0,0.0,0.0,0,5.0,9.133333333333333,0,0
2018-01-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,9.0,0,0.0,0.0,0.0,0,5.5,0,2.438202247191011,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0.0,14.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.5,0,0.0,2.0,0,0
2018-02-28,64,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,2.202247191011236,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,0,0.0,0.0,0.0,0.0,76.5,0,0.0,0,13.0,0.0,0,0.0,2.9310344827586206,0,0
2018-03-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1.0,0,6.0,0.0,0.0,0,0.0,0,2.438202247191011,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0,1.0,0,0.0,0.0,22.0,0.0,0.0,0,0.0,0,6.0,0.0,0,0.0,2.1379310344827585,0,0
2018-04-30,0,0,1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,16.0,0,0,0.0,0,0.0,0.0,0.0,0,73.62631578947368,0,0.0,22.603653846153847,0.0,0.0,0.0,0.0,0.0,0,1.330877192982456,0.0,0.0,0.0,0,0,0,14,0,0,0.0,0,0.0,0.0,0,35.0,0.0,8.0,0,0.0,0,11.0,0.0,0.0,0.0,0.0,0,0.0,0,27.0,5.499999999999999,0,2.776315789473684,0.0,0,0
2018-05-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,120.84210526315789,0,0.0,33.5674358974359,0.0,0.0,0.0,0.0,0.0,0,16.308070175438598,0.0,0.0,1.5,0,0,0,12,0,0,0.0,0,0.0,0.0,0,29.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.55,0,1.8355263157894737,10.0,0,0
2018-06-30,0,0,2.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2.328358208955224,0,0.0,0,0,10.0,0,0.0,0.0,0.0,0,4.0,0,0.0,10.6,0.0,18.0,0.0,0.0,0.0,0,4.3999999999999995,0.0,0.0,0.0,0,0,0,0,2,3,0.0,0,0.0,0.0,0,0.0,10.0,0.0,0,0.0,0,0.0,0.0,0.0,32.0,0.0,0,0.0,0,0.0,32.0,0,3.776315789473684,0.0,0,0
2018-07-31,0,0,50.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,2.7761194029850746,0,0.0,0,0,0.0,4,6.0,0.0,0.0,0,0.0,0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0,0.05333333333333334,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,138.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.0,0,1.8355263157894737,0.674863387978142,0,0
2018-08-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.9850746268656716,0,10.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,84.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1.8355263157894737,2.2304189435336976,0,0
2018-09-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1.1495327102803738,0,9.0,30.333333333333332,0.0,0,0.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4.0,0,0.0,2.658469945355191,0,0
2018-10-31,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.2897196261682243,0,15.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,70.0,0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,7.640909090909091,0,0.0,24.50819672131147,0,0
2018-11-30,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1.2803738317757007,0,17.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,8.727272727272727,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3.0344827586206895,0,0.0,1.5262860373092144,0,0
